"egoid","completed_6","completed_5","completed_4","completed_3","completed_2","completed_1","euthanasia_6","euthanasia_5","euthanasia_4","euthanasia_3","euthanasia_2","euthanasia_1","fssocsec_6","fssocsec_5","fssocsec_4","fssocsec_3","fssocsec_2","fssocsec_1","fswelfare_6","fswelfare_5","fswelfare_4","fswelfare_3","fswelfare_2","fswelfare_1","jobguar_6","jobguar_5","jobguar_4","jobguar_3","jobguar_2","jobguar_1","marijuana_6","marijuana_5","marijuana_4","marijuana_3","marijuana_2","marijuana_1","toomucheqrights_6","toomucheqrights_5","toomucheqrights_4","toomucheqrights_3","toomucheqrights_2","toomucheqrights_1"
68494,"2013-05-12 21:25:17","2013-01-30 01:33:27","2012-09-04 14:37:22","2012-05-16 20:24:55","2012-02-17 01:53:22","2011-08-16 14:29:00","Not sure","No","No","No","No","No","Not sure","Not sure","Not sure","Not sure","Be kept the same","Not sure","Not sure","Not sure","Not sure","Not sure","Increase","Not sure","3","3","4","3","4","5","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Strongly diisagree","Disagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Neither agree nor disagree"
78911,"2013-05-15 22:29:54","2013-01-20 15:46:43","2012-08-20 12:50:33","2012-05-13 15:21:16","2012-02-03 22:45:48","2011-08-15 20:23:00","Yes","Yes","Yes","Yes","Yes","Yes","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","5","5","5","6","5","6","Legal","Legal","Not Sure","Not Legal","Not Sure","Not Sure","Disagree","Disagree","Disagree","Disagree","Strongly diisagree","Neither agree nor disagree"
84841,"2013-07-09 01:07:55","2013-02-05 23:52:28","2012-09-13 15:04:57","","2012-02-24 21:15:29","2011-08-20 01:49:00","No","No","No","","No","No","Decrease","Decrease","Decrease","","Decrease","Be kept the same","Decrease","Decrease","Decrease","","Decrease","Decrease","Each Person on Own","Each Person on Own","Each Person on Own","","6","Each Person on Own","Not Legal","Not Legal","Not Legal","","Not Legal","Not Legal","Strongly agree","Agree","Agree","","Neither agree nor disagree","Neither agree nor disagree"
71187,"","2013-01-22 23:28:54","2012-09-05 01:12:07","2012-05-18 18:23:02","2012-01-28 12:23:27","2011-08-15 15:33:00","","Not sure","Not sure","Not sure","Not sure","Not sure","","Be kept the same","Increase","Be kept the same","Be kept the same","Be kept the same","","Be kept the same","Increase","Be kept the same","Be kept the same","Be kept the same","","3","2","2","4","Govt. See to Job/Living","","Legal","Legal","Legal","Legal","Legal","","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree"
22931,"2013-05-06 12:42:48","2013-02-02 20:11:46","2012-09-01 14:52:57","2012-05-18 13:49:33","2012-01-28 15:46:44","2011-08-17 21:38:00","","No","No","No","No","No","","Not sure","Not sure","Not sure","Not sure","Be kept the same","","Not sure","Not sure","Be kept the same","Not sure","Increase","","5","6","4","6","4","","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","","Agree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree"
17353,"2013-05-09 20:59:35","2013-01-22 12:27:27","2012-08-24 11:35:57","2012-05-17 23:22:00","2012-01-28 16:06:51","2011-08-16 22:35:00","No","No","No","No","No","No","Be kept the same","Decrease","Not sure","Not sure","Not sure","Not sure","Decrease","Decrease","Be kept the same","Decrease","Decrease","Not sure","5","5","5","5","6","3","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree"
53884,"2013-05-03 18:13:37","2013-01-19 14:19:55","2012-08-20 12:42:43","2012-05-14 19:44:59","2012-02-05 18:57:37","2011-08-15 16:16:00","No","No","No","No","No","No","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","6","5","5","6","5","5","Not Sure","Not Legal","Not Legal","Not Sure","Not Legal","Not Legal","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree"
84215,"","2013-01-28 21:15:22","2012-09-09 17:16:34","2012-05-19 15:24:31","2012-02-17 20:25:00","2011-08-16 00:14:00","","Yes","Yes","Not sure","Yes","Yes","","Not sure","Be kept the same","Not sure","Decrease","Not sure","","Not sure","Be kept the same","Be kept the same","Not sure","Be kept the same","","5","6","5","5","6","","Not Legal","Not Legal","Not Legal","Not Sure","Not Sure","","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree"
33094,"","","","2012-05-22 12:46:55","2012-02-10 17:32:07","2011-08-15 16:59:00","","","","Not sure","Not sure","Yes","","","","Not sure","Be kept the same","Decrease","","","","Decrease","Decrease","Decrease","","","","Govt. See to Job/Living","6","5","","","","Not Sure","Legal","Legal","","","","Agree","Agree","Disagree"
52441,"","2013-02-02 15:36:32","2012-09-07 18:49:56","2012-05-19 13:52:40","2012-02-11 14:26:09","2011-08-17 12:55:00","","No","Not sure","No","No","No","","Increase","Increase","Be kept the same","Be kept the same","Increase","","Be kept the same","Decrease","Be kept the same","Decrease","Be kept the same","","5","6","6","6","6","","Legal","Legal","Legal","Legal","Legal","","Strongly agree","Agree","Agree","Agree","Agree"
66754,"2013-05-07 11:11:41","2013-01-20 04:30:25","2012-08-29 13:22:50","2012-05-09 12:35:46","2012-01-30 18:21:27","2011-08-16 03:42:00","Yes","Yes","Yes","Yes","Yes","Not sure","Decrease","Not sure","Not sure","Not sure","Not sure","Not sure","Decrease","Not sure","Decrease","Not sure","Decrease","Decrease","5","6","Each Person on Own","5","Each Person on Own","Each Person on Own","Legal","Legal","Legal","Legal","Legal","Legal","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree"
45539,"2013-05-10 01:12:23","2013-02-04 14:21:28","2012-08-26 14:13:59","2012-05-20 14:22:04","2012-02-03 11:05:51","2011-08-27 16:02:00","No","No","Not sure","Yes","Yes","Not sure","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","Each Person on Own","6","3","3","3","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Strongly agree","Agree","Agree","Agree","Agree"
86237,"","2013-02-02 15:57:59","2012-09-10 22:38:41","2012-05-31 22:32:47","2012-02-22 17:34:32","2011-08-17 00:39:00","","Yes","Yes","Yes","Yes","Yes","","Be kept the same","Be kept the same","Decrease","Be kept the same","Decrease","","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","","4","2","3","3","5","","Legal","Legal","Legal","Legal","Legal","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree"
93944,"","","","","","2011-08-15 18:44:00","","","","","","Not sure","","","","","","Not sure","","","","","","Not sure","","","","","","","","","","","","Not Legal","","","","","","Not Sure"
25171,"","","2012-08-24 14:24:23","2012-05-19 00:29:11","2012-01-29 16:23:12","2011-08-16 11:38:00","","","Yes","Yes","Yes","Yes","","","Be kept the same","Be kept the same","Be kept the same","Be kept the same","","","Decrease","Be kept the same","Decrease","Decrease","","","Each Person on Own","Each Person on Own","6","Each Person on Own","","","Not Legal","Not Legal","Not Legal","Not Legal","","","Strongly diisagree","Disagree","Disagree","Neither agree nor disagree"
11360,"","2013-02-04 17:15:03","2012-09-13 18:43:35","2012-05-18 18:42:23","2012-02-28 18:30:42","2011-08-18 00:08:00","","Yes","Yes","Yes","Yes","Yes","","Be kept the same","Be kept the same","Increase","Increase","Increase","","Be kept the same","Increase","Be kept the same","Increase","Decrease","","Each Person on Own","4","Each Person on Own","Each Person on Own","3","","Legal","Legal","Legal","Legal","Legal","","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree"
66052,"2013-05-13 14:33:26","2013-01-22 15:03:05","2012-08-20 22:39:11","2012-05-10 17:21:22","2012-01-29 17:00:04","2011-08-17 23:05:00","Not sure","Not sure","Not sure","Not sure","Not sure","Yes","Be kept the same","Not sure","Not sure","Be kept the same","Increase","Increase","Decrease","Not sure","Not sure","Not sure","Not sure","Increase","5","5","5","5","2","3","Legal","Legal","Legal","Legal","Legal","Not Sure","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree"
48187,"2013-05-13 19:02:29","2013-01-26 15:31:28","2012-09-08 13:15:14","","","2011-08-15 18:56:00","Yes","Yes","Yes","","","Yes","Increase","Increase","Be kept the same","","","Decrease","Increase","Increase","Decrease","","","Decrease","2","2","6","","","5","Legal","Legal","Legal","","","Legal","Disagree","Neither agree nor disagree","Agree","","","Agree"
65591,"","","","","2012-02-03 09:40:25","2011-08-16 00:52:00","","","","","Yes","Not sure","","","","","Not sure","Increase","","","","","Not sure","Increase","","","","","2","2","","","","","Legal","Legal","","","","","Neither agree nor disagree","Agree"
49597,"2013-05-02 14:53:11","2013-02-02 16:41:02","2012-08-20 11:04:51","2012-06-07 12:42:16","2012-02-23 18:21:35","2011-08-15 20:24:00","Yes","Yes","Not sure","No","Yes","Yes","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","6","Each Person on Own","6","6","6","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree"
15723,"","","","","","2011-08-16 22:57:00","","","","","","Yes","","","","","","Increase","","","","","","Be kept the same","","","","","","Each Person on Own","","","","","","Not Legal","","","","","","Strongly diisagree"
78062,"2013-05-02 23:07:36","","2012-08-21 00:55:13","2012-05-17 15:58:41","2012-02-11 02:21:47","2011-08-22 01:10:00","Yes","","Yes","Yes","Yes","Not sure","Not sure","","Increase","Not sure","Not sure","Be kept the same","Not sure","","Increase","Increase","Increase","Not sure","4","","3","4","4","4","Legal","","Legal","Legal","Legal","Not Sure","Neither agree nor disagree","","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
25947,"2013-05-11 23:14:24","2013-02-02 16:57:59","2012-09-02 15:05:33","2012-05-31 20:50:30","2012-02-05 22:40:36","2011-08-16 12:19:00","Not sure","Not sure","Yes","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Increase","Increase","Increase","Be kept the same","Decrease","Be kept the same","3","4","5","3","5","5","Not Sure","Not Sure","Not Legal","Not Sure","Not Legal","Not Legal","Neither agree nor disagree","Disagree","Disagree","Agree","Agree","Agree"
71627,"2013-05-16 21:54:39","2013-02-01 21:37:10","2012-09-03 19:41:56","2012-05-19 02:45:48","2012-02-05 20:05:34","2011-08-18 17:59:00","No","No","No","No","No","No","Not sure","Not sure","Increase","Increase","Increase","Not sure","Be kept the same","Not sure","Be kept the same","Increase","Increase","Not sure","3","3","4","3","3","3","Not Legal","Not Legal","Not Legal","Legal","Legal","Legal","Strongly diisagree","Disagree","Strongly diisagree","Strongly diisagree","Disagree","Disagree"
41393,"2013-05-07 14:07:12","","2012-08-24 16:55:49","2012-05-18 23:12:03","2012-02-06 07:55:56","2011-08-16 01:29:00","Not sure","","Not sure","Not sure","Not sure","No","Decrease","","Decrease","Decrease","Decrease","Not sure","Not sure","","Decrease","Decrease","Decrease","Not sure","5","","6","6","Each Person on Own","6","Not Sure","","Not Sure","Not Sure","Not Sure","Not Sure","Agree","","Not Sure","Disagree","Agree","Not Sure"
10060,"2013-05-02 14:52:31","2013-01-20 23:18:44","2012-08-20 12:34:47","2012-05-17 18:22:20","2012-01-29 21:03:14","2011-08-16 09:32:00","Yes","Yes","Yes","Yes","Yes","Yes","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","6","5","5","6","Each Person on Own","Legal","Legal","Legal","Not Legal","Legal","Not Legal","Disagree","Strongly diisagree","Disagree","Disagree","Neither agree nor disagree","Disagree"
18707,"","","","","","2011-08-23 14:03:00","","","","","","Yes","","","","","","Be kept the same","","","","","","Decrease","","","","","","Each Person on Own","","","","","","Legal","","","","","","Agree"
80058,"2013-05-21 03:33:04","2013-01-28 17:44:28","2012-08-24 14:59:16","2012-05-18 19:59:10","2012-02-23 02:48:21","2011-08-17 04:20:00","Yes","No","Yes","No","Yes","Yes","Decrease","Decrease","Decrease","Decrease","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","5","6","5","6","2","Legal","Legal","Legal","Legal","Not Sure","Not Sure","Agree","Disagree","Disagree","Strongly diisagree","Disagree","Disagree"
14962,"","","","","2012-02-19 20:28:01","2011-08-19 01:09:00","","","","","Not sure","Not sure","","","","","Not sure","Be kept the same","","","","","Not sure","Be kept the same","","","","","2","5","","","","","Legal","Legal","","","","","Strongly diisagree","Strongly diisagree"
70889,"2013-05-02 09:29:11","2013-01-18 22:10:07","2012-08-20 19:47:38","2012-05-09 10:06:02","2012-01-28 12:19:54","2011-08-16 14:29:00","Yes","Not sure","Yes","Yes","Yes","No","Increase","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Increase","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","3","3","4","5","3","3","Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Disagree","Disagree","Disagree","Strongly diisagree","Strongly diisagree","Strongly diisagree"
36006,"2013-05-02 14:12:33","2013-01-20 16:44:07","2012-08-20 13:50:14","2012-05-09 12:18:03","2012-01-28 13:14:24","2011-08-15 22:55:00","Not sure","No","Not sure","Not sure","No","No","Decrease","Decrease","Decrease","Decrease","Decrease","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","6","6","6","6","6","Not Sure","Not Sure","Not Sure","Not Sure","Not Legal","Not Legal","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree"
79877,"2013-05-04 14:08:43","2013-01-22 23:30:41","2012-08-21 15:30:35","2012-05-13 15:33:05","2012-01-28 13:39:18","2011-08-15 18:03:00","Yes","Not sure","Not sure","Yes","Yes","Yes","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","3","3","5","3","5","Each Person on Own","Legal","Not Sure","Not Sure","Not Sure","Not Legal","Legal","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Agree"
37617,"2013-05-22 21:22:49","2013-02-02 15:35:43","2012-09-02 12:40:25","2012-05-19 14:30:13","2012-01-28 21:34:35","2011-08-15 19:37:00","Not sure","Not sure","No","No","No","No","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Not sure","Decrease","Decrease","6","6","6","5","6","6","Not Sure","Not Sure","Not Sure","Not Legal","Not Sure","Not Sure","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
78091,"","","","","","2011-08-19 08:49:00","","","","","","Yes","","","","","","Decrease","","","","","","Decrease","","","","","","Each Person on Own","","","","","","Not Legal","","","","","","Strongly agree"
86727,"2013-05-02 16:58:29","2013-01-20 21:42:57","2012-08-22 11:35:40","2012-05-18 17:43:42","2012-02-05 16:44:00","2011-08-17 15:06:00","No","No","No","No","No","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Each Person on Own","6","6","6","6","5","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Agree","Agree","Agree","Agree"
40557,"","","","","2012-02-22 16:59:55","2011-08-15 16:57:00","","","","","Not sure","No","","","","","Decrease","Decrease","","","","","Decrease","Decrease","","","","","6","6","","","","","Legal","Legal","","","","","Agree","Agree"
38901,"2013-05-07 10:05:52","","2012-08-20 22:28:37","2012-05-16 19:00:17","2012-02-22 17:49:12","2011-08-17 11:07:00","No","","No","No","Yes","Yes","Not sure","","Not sure","Not sure","Not sure","Not sure","Be kept the same","","Not sure","Increase","Not sure","Not sure","5","","","Govt. See to Job/Living","3","5","Not Legal","","Not Legal","Not Legal","Not Sure","Not Legal","Disagree","","Not Sure","Not Sure","Disagree","Disagree"
76313,"2013-05-13 17:02:07","2013-01-22 11:25:22","2012-08-20 17:18:14","2012-05-10 08:05:20","2012-02-04 21:42:10","2011-08-20 22:08:00","Yes","Yes","Yes","Not sure","Not sure","Yes","Decrease","Decrease","Not sure","Decrease","Not sure","Decrease","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","6","6","Each Person on Own","6","6","5","Legal","Legal","Legal","Legal","Legal","Legal","Neither agree nor disagree","Not Sure","Not Sure","Neither agree nor disagree","Disagree","Disagree"
23144,"2013-05-09 16:59:21","2013-02-04 16:05:49","2012-09-07 14:05:08","2012-05-12 20:59:42","2012-02-13 13:17:19","2011-08-15 17:48:00","Yes","Yes","Yes","Yes","Yes","Yes","Decrease","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","6","5","4","4","6","Each Person on Own","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree"
84625,"","2013-01-30 12:21:21","2012-09-02 09:22:24","2012-05-18 12:13:29","2012-02-11 11:31:58","2011-08-18 05:01:00","","Yes","Yes","Yes","Yes","Yes","","Not sure","Not sure","Not sure","Not sure","Not sure","","Not sure","Not sure","Not sure","Not sure","Not sure","","5","5","6","","6","","Legal","Legal","Legal","Legal","Not Legal","","Disagree","Disagree","Strongly diisagree","Not Sure","Disagree"
32174,"2013-05-13 00:17:56","2013-01-28 00:10:03","2012-09-10 16:32:41","2012-05-18 01:13:49","2012-02-23 22:13:11","2011-08-31 13:24:00","No","Yes","Yes","Not sure","Not sure","Not sure","Increase","Decrease","Be kept the same","Be kept the same","Be kept the same","Decrease","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Increase","4","5","3","5","4","6","Legal","Legal","Legal","Legal","Legal","Legal","Strongly diisagree","Disagree","Disagree","Disagree","Disagree","Disagree"
52067,"2013-05-13 19:54:59","2013-01-23 20:00:29","2012-08-24 15:45:12","2012-05-16 00:38:53","2012-02-12 16:38:16","2011-08-15 20:43:00","No","No","No","Not sure","No","Not sure","Not sure","Be kept the same","Not sure","Not sure","Not sure","Increase","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","6","5","5","6","5","5","Legal","Legal","Legal","Legal","Legal","Legal","Agree","Agree","Agree","Agree","Agree","Disagree"
63757,"2013-05-24 22:53:20","","2012-09-02 13:22:44","2012-05-20 15:02:24","2012-02-03 21:05:43","2011-08-15 17:08:00","Yes","","No","No","No","Yes","Decrease","","Decrease","Not sure","Decrease","Be kept the same","Decrease","","Decrease","Not sure","Decrease","Decrease","4","","5","5","6","5","Not Legal","","Not Legal","Not Legal","Not Legal","Not Legal","Neither agree nor disagree","","Disagree","Disagree","Agree","Disagree"
82060,"2013-05-07 14:27:15","2013-01-28 19:57:32","2012-09-07 20:19:35","2012-05-19 15:28:17","2012-02-22 17:02:54","2011-08-16 18:52:00","Not sure","Not sure","No","Not sure","No","No","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","4","","5","Govt. See to Job/Living","4","5","Not Legal","Not Legal","Not Legal","Not Sure","Not Legal","Not Legal","Not Sure","Disagree","Disagree","Disagree","Disagree","Strongly diisagree"
39783,"2013-05-03 10:48:36","2013-01-25 17:52:31","2012-08-29 17:27:10","2012-05-12 11:53:55","2012-02-25 13:11:52","2011-08-17 21:42:00","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Not sure","Not sure","Not sure","Not sure","Be kept the same","Not sure","4","4","4","Govt. See to Job/Living","5","6","Not Sure","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Neither agree nor disagree","Not Sure","Not Sure","Neither agree nor disagree","Neither agree nor disagree","Agree"
51102,"","","2012-08-22 13:18:48","2012-05-11 23:49:13","2012-01-28 19:03:51","2011-08-15 17:44:00","","","No","No","No","No","","","Increase","Increase","Not sure","Be kept the same","","","Increase","Increase","Be kept the same","Be kept the same","","","5","6","3","5","","","Not Legal","Legal","Not Sure","Not Sure","","","Strongly diisagree","Strongly diisagree","Disagree","Strongly diisagree"
60482,"","","","2012-05-17 22:40:44","","","","","","Not sure","","Yes","","","","Not sure","","Be kept the same","","","","Not sure","","Decrease","","","","5","","6","","","","Not Sure","","Legal","","","","Agree","","Neither agree nor disagree"
11692,"2013-05-09 16:32:10","2013-02-03 23:20:53","2012-09-10 15:35:45","2012-05-17 17:15:01","2012-02-04 14:15:55","2011-08-15 23:22:00","Yes","Not sure","Not sure","Not sure","Yes","Yes","Be kept the same","Decrease","Decrease","Be kept the same","Increase","Increase","Be kept the same","Not sure","Decrease","Be kept the same","Be kept the same","Be kept the same","4","5","4","2","3","4","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Legal","Neither agree nor disagree","Strongly diisagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree"
44956,"2013-05-02 15:37:00","2013-01-19 17:39:28","2012-08-21 12:36:26","2012-05-10 23:02:12","","2011-08-15 16:37:00","Not sure","Not sure","Yes","No","","No","Not sure","Not sure","Not sure","Be kept the same","","Be kept the same","Not sure","Not sure","Not sure","Be kept the same","","Be kept the same","4","4","","Govt. See to Job/Living","","2","Not Sure","Not Legal","Not Legal","Not Legal","","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","Strongly diisagree"
85970,"2013-05-02 11:35:53","2013-01-19 16:40:10","2012-08-20 14:18:33","2012-05-17 23:47:39","2012-01-29 12:15:38","2011-08-15 15:33:00","Yes","Yes","Yes","Not sure","No","Yes","Be kept the same","Not sure","Not sure","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","5","5","5","5","3","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree"
39253,"","","","","","2011-08-15 17:27:00","","","Yes","","","Yes","","","Not sure","","","Not sure","","","Be kept the same","","","Not sure","","","","","","5","","","Legal","","","Not Sure","","","Disagree","","","Disagree"
19844,"2013-05-12 21:01:11","2013-01-22 21:07:41","2012-08-24 12:07:16","2012-05-11 10:18:31","2012-02-03 09:31:19","2011-08-16 16:45:00","Not sure","Not sure","No","Not sure","No","Yes","Be kept the same","Be kept the same","Decrease","Be kept the same","Decrease","Decrease","Be kept the same","Be kept the same","Decrease","Be kept the same","Be kept the same","Be kept the same","3","2","2","3","5","5","Legal","Legal","Not Sure","Not Sure","Not Legal","Not Sure","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree"
67947,"2013-05-23 01:30:54","2013-01-29 14:50:43","2012-09-14 03:04:36","2012-05-18 16:12:20","2012-02-24 23:10:29","2011-08-18 00:15:00","No","No","No","Not sure","Yes","No","Be kept the same","Not sure","Be kept the same","Decrease","Decrease","Decrease","Not sure","Not sure","Be kept the same","Decrease","Decrease","Decrease","3","4","3","Each Person on Own","5","Each Person on Own","Not Sure","Not Sure","Not Legal","Legal","Legal","Not Legal","Strongly diisagree","Strongly diisagree","Disagree","Agree","Strongly agree","Agree"
15776,"2013-05-20 01:05:18","2013-02-04 12:13:45","2012-08-26 15:45:09","2012-05-14 16:47:18","2012-02-11 12:29:56","","No","No","Not sure","Yes","Yes","","Be kept the same","Be kept the same","Decrease","Be kept the same","Increase","","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","","3","3","3","4","5","","Not Sure","Not Sure","Not Legal","Not Legal","Not Legal","","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree",""
16933,"2013-05-02 23:10:00","","2012-08-29 19:12:48","2012-05-14 21:44:38","2012-01-28 15:59:59","","Yes","","Yes","Yes","Yes","","Not sure","","Not sure","Not sure","Not sure","","Not sure","","Not sure","Not sure","Not sure","","5","","5","5","6","","Legal","","Legal","Legal","Legal","","Neither agree nor disagree","","Agree","Strongly diisagree","Agree",""
77824,"","2013-02-03 22:12:03","2012-08-20 09:58:39","2012-05-17 23:53:17","2012-01-29 23:05:01","2011-08-15 23:19:00","","No","No","No","No","No","","Be kept the same","Be kept the same","Decrease","Be kept the same","Increase","","Be kept the same","Decrease","Decrease","Decrease","Be kept the same","","5","6","6","Each Person on Own","3","","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","","Agree","Neither agree nor disagree","Agree","Agree","Disagree"
53275,"2013-05-12 23:20:26","2013-02-04 09:44:32","2012-09-04 23:09:56","2012-05-18 18:41:29","2012-02-06 03:20:23","2011-08-15 19:33:00","Yes","No","Yes","Yes","Yes","Yes","Be kept the same","Not sure","Be kept the same","Not sure","Not sure","Decrease","Be kept the same","Not sure","Be kept the same","Not sure","Decrease","Decrease","5","4","4","5","5","5","Legal","Legal","Legal","Legal","Not Sure","Not Sure","Disagree","Disagree","Strongly diisagree","Disagree","Strongly diisagree","Disagree"
62560,"2013-05-10 11:29:11","2013-02-04 15:33:24","2012-09-01 11:46:56","2012-05-21 12:03:51","2012-02-13 11:06:49","2011-08-20 00:53:00","Yes","Yes","Yes","Yes","Yes","Yes","Increase","Increase","Not sure","Not sure","Increase","Not sure","Be kept the same","Be kept the same","Not sure","Not sure","Be kept the same","Not sure","5","5","4","4","6","3","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree"
51722,"2013-05-02 10:27:24","2013-01-19 16:33:03","2012-08-20 11:54:04","2012-05-09 19:08:34","2012-01-30 21:59:23","2011-08-15 15:46:00","Not sure","Yes","Yes","Not sure","Yes","Not sure","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Not sure","Be kept the same","Be kept the same","3","4","4","6","","5","Legal","Not Sure","Not Sure","Legal","Legal","Not Sure","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree"
52923,"","","","2012-05-13 01:24:11","2012-02-04 22:02:32","2011-08-15 23:45:00","","","","No","No","No","","","","Be kept the same","Be kept the same","Be kept the same","","","","Be kept the same","Decrease","Not sure","","","","3","3","5","","","","Legal","Legal","Legal","","","","Strongly diisagree","Disagree","Disagree"
32899,"2013-05-04 16:12:03","2013-01-20 15:37:53","2012-08-22 18:45:44","2012-05-14 12:11:53","2012-02-03 15:12:19","2011-08-16 18:59:00","Not sure","Yes","Yes","Yes","Yes","No","Not sure","Not sure","Not sure","Not sure","Be kept the same","Not sure","Not sure","Not sure","Not sure","Not sure","Decrease","Increase","4","4","","5","4","3","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree"
40629,"2013-05-11 16:16:39","2013-02-03 22:06:40","2012-09-01 15:27:57","2012-05-18 13:51:37","","2011-08-15 17:08:00","Yes","No","No","No","","No","Decrease","Decrease","Decrease","Decrease","","Decrease","Decrease","Decrease","Decrease","Decrease","","Decrease","Each Person on Own","6","5","6","","5","Legal","Legal","Legal","Legal","","Legal","Strongly agree","Agree","Neither agree nor disagree","Disagree","","Strongly diisagree"
