"egoid","completed_6","completed_5","completed_4","completed_3","completed_2","completed_1","euthanasia_6","euthanasia_5","euthanasia_4","euthanasia_3","euthanasia_2","euthanasia_1","fssocsec_6","fssocsec_5","fssocsec_4","fssocsec_3","fssocsec_2","fssocsec_1","fswelfare_6","fswelfare_5","fswelfare_4","fswelfare_3","fswelfare_2","fswelfare_1","jobguar_6","jobguar_5","jobguar_4","jobguar_3","jobguar_2","jobguar_1","marijuana_6","marijuana_5","marijuana_4","marijuana_3","marijuana_2","marijuana_1","toomucheqrights_6","toomucheqrights_5","toomucheqrights_4","toomucheqrights_3","toomucheqrights_2","toomucheqrights_1"
14962,"","","","","2012-02-19 20:28:01","2011-08-19 01:09:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
70889,"2013-05-02 09:29:11","2013-01-18 22:10:07","2012-08-20 19:47:38","2012-05-09 10:06:02","2012-01-28 12:19:54","2011-08-16 14:29:00",1,NA,1,1,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA
36006,"2013-05-02 14:12:33","2013-01-20 16:44:07","2012-08-20 13:50:14","2012-05-09 12:18:03","2012-01-28 13:14:24","2011-08-15 22:55:00",NA,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,0,0,1,NA,1,1,NA,1
79877,"2013-05-04 14:08:43","2013-01-22 23:30:41","2012-08-21 15:30:35","2012-05-13 15:33:05","2012-01-28 13:39:18","2011-08-15 18:03:00",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,1,NA,NA,NA,0,1,0,0,0,NA,0,1
37617,"2013-05-22 21:22:49","2013-02-02 15:35:43","2012-09-02 12:40:25","2012-05-19 14:30:13","2012-01-28 21:34:35","2011-08-15 19:37:00",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA
78091,"","","","","","2011-08-19 08:49:00",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
86727,"2013-05-02 16:58:29","2013-01-20 21:42:57","2012-08-22 11:35:40","2012-05-18 17:43:42","2012-02-05 16:44:00","2011-08-17 15:06:00",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
40557,"","","","","2012-02-22 16:59:55","2011-08-15 16:57:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1
38901,"2013-05-07 10:05:52","","2012-08-20 22:28:37","2012-05-16 19:00:17","2012-02-22 17:49:12","2011-08-17 11:07:00",0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,1,0,NA,0,0,NA,0,0,NA,NA,NA,0,0
76313,"2013-05-13 17:02:07","2013-01-22 11:25:22","2012-08-20 17:18:14","2012-05-10 08:05:20","2012-02-04 21:42:10","2011-08-20 22:08:00",1,1,1,NA,NA,1,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,0
23144,"2013-05-09 16:59:21","2013-02-04 16:05:49","2012-09-07 14:05:08","2012-05-12 20:59:42","2012-02-13 13:17:19","2011-08-15 17:48:00",1,1,1,1,1,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,1,NA,NA,1,NA,0,0,0,0,0,0,1,1,1,1,1,1
84625,"","2013-01-30 12:21:21","2012-09-02 09:22:24","2012-05-18 12:13:29","2012-02-11 11:31:58","2011-08-18 05:01:00",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,1,1,0,NA,0,0,NA,NA,0
32174,"2013-05-13 00:17:56","2013-01-28 00:10:03","2012-09-10 16:32:41","2012-05-18 01:13:49","2012-02-23 22:13:11","2011-08-31 13:24:00",0,1,1,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,1,0,1,NA,1,1,1,1,1,1,1,NA,0,0,0,0,0
52067,"2013-05-13 19:54:59","2013-01-23 20:00:29","2012-08-24 15:45:12","2012-05-16 00:38:53","2012-02-12 16:38:16","2011-08-15 20:43:00",0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
63757,"2013-05-24 22:53:20","","2012-09-02 13:22:44","2012-05-20 15:02:24","2012-02-03 21:05:43","2011-08-15 17:08:00",1,NA,0,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,1,1,1,1,0,NA,0,0,0,0,NA,NA,0,0,1,0
82060,"2013-05-07 14:27:15","2013-01-28 19:57:32","2012-09-07 20:19:35","2012-05-19 15:28:17","2012-02-22 17:02:54","2011-08-16 18:52:00",NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,0,NA,0,0,NA,0,0,0,0,NA
39783,"2013-05-03 10:48:36","2013-01-25 17:52:31","2012-08-29 17:27:10","2012-05-12 11:53:55","2012-02-25 13:11:52","2011-08-17 21:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1
51102,"","","2012-08-22 13:18:48","2012-05-11 23:49:13","2012-01-28 19:03:51","2011-08-15 17:44:00",NA,NA,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA
60482,"","","","2012-05-17 22:40:44","","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
11692,"2013-05-09 16:32:10","2013-02-03 23:20:53","2012-09-10 15:35:45","2012-05-17 17:15:01","2012-02-04 14:15:55","2011-08-15 23:22:00",1,NA,NA,NA,1,1,NA,0,0,NA,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,1,0
44956,"2013-05-02 15:37:00","2013-01-19 17:39:28","2012-08-21 12:36:26","2012-05-10 23:02:12","","2011-08-15 16:37:00",NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
85970,"2013-05-02 11:35:53","2013-01-19 16:40:10","2012-08-20 14:18:33","2012-05-17 23:47:39","2012-01-29 12:15:38","2011-08-15 15:33:00",1,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,NA,NA
39253,"","","","","","2011-08-15 17:27:00",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0
19844,"2013-05-12 21:01:11","2013-01-22 21:07:41","2012-08-24 12:07:16","2012-05-11 10:18:31","2012-02-03 09:31:19","2011-08-16 16:45:00",NA,NA,0,NA,0,1,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,1,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
67947,"2013-05-23 01:30:54","2013-01-29 14:50:43","2012-09-14 03:04:36","2012-05-18 16:12:20","2012-02-24 23:10:29","2011-08-18 00:15:00",0,0,0,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,NA,NA,NA,0,1,1,0,NA,NA,0,1,1,1
15776,"2013-05-20 01:05:18","2013-02-04 12:13:45","2012-08-26 15:45:09","2012-05-14 16:47:18","2012-02-11 12:29:56","",0,0,NA,1,1,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
16933,"2013-05-02 23:10:00","","2012-08-29 19:12:48","2012-05-14 21:44:38","2012-01-28 15:59:59","",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
77824,"","2013-02-03 22:12:03","2012-08-20 09:58:39","2012-05-17 23:53:17","2012-01-29 23:05:01","2011-08-15 23:19:00",NA,0,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA,0,0,0,NA,NA,1,1,1,NA,0,NA,0,0,0,0,0,NA,1,NA,1,1,0
53275,"2013-05-12 23:20:26","2013-02-04 09:44:32","2012-09-04 23:09:56","2012-05-18 18:41:29","2012-02-06 03:20:23","2011-08-15 19:33:00",1,0,1,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,1,1,1,1,1,1,1,NA,NA,0,0,NA,0,NA,0
62560,"2013-05-10 11:29:11","2013-02-04 15:33:24","2012-09-01 11:46:56","2012-05-21 12:03:51","2012-02-13 11:06:49","2011-08-20 00:53:00",1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,1,1,1,NA
51722,"2013-05-02 10:27:24","2013-01-19 16:33:03","2012-08-20 11:54:04","2012-05-09 19:08:34","2012-01-30 21:59:23","2011-08-15 15:46:00",NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,0,NA,0,NA
52923,"","","","2012-05-13 01:24:11","2012-02-04 22:02:32","2011-08-15 23:45:00",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,0
32899,"2013-05-04 16:12:03","2013-01-20 15:37:53","2012-08-22 18:45:44","2012-05-14 12:11:53","2012-02-03 15:12:19","2011-08-16 18:59:00",NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0
40629,"2013-05-11 16:16:39","2013-02-03 22:06:40","2012-09-01 15:27:57","2012-05-18 13:51:37","","2011-08-15 17:08:00",1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,0,NA,NA
24543,"2013-05-02 09:01:05","2013-01-18 23:02:52","2012-08-20 10:16:29","2012-05-09 10:02:45","2012-02-06 18:32:31","2011-08-16 10:39:00",1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,NA,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
16313,"","2013-02-03 20:43:26","2012-08-28 10:50:02","2012-05-16 23:12:42","2012-01-29 17:17:34","2011-08-15 18:39:00",NA,0,1,1,1,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,NA,1,1,NA,1,NA,NA,0,0,0,0,0,NA,1,1,1,1,1
99338,"","","","","","2011-08-15 15:13:00",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
66991,"","","2012-09-01 14:56:54","2012-05-16 00:52:25","2012-02-05 21:34:11","2011-08-16 15:53:00",NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1,1,1,1
46771,"2013-05-13 14:58:19","2013-01-22 13:07:35","2012-09-09 11:32:32","2012-05-10 21:15:16","2012-02-11 22:49:15","2011-08-15 15:11:00",NA,0,0,0,NA,1,0,0,0,NA,NA,0,1,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA
83184,"","","2012-08-27 21:30:56","2012-06-07 08:34:54","2012-02-04 14:54:54","2011-08-15 22:46:00",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0
71782,"","2013-02-04 12:12:29","2012-09-14 11:47:27","2012-05-18 23:25:47","","2011-08-17 23:45:00",NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45292,"2013-05-10 14:31:27","2013-01-21 15:30:08","2012-09-04 00:33:05","2012-05-15 09:31:14","2012-02-28 18:35:35","2011-08-16 17:05:00",NA,1,1,NA,1,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,1,1,1,1,1,NA,0,0,NA,NA,NA
83568,"","","","2012-05-31 19:09:42","2012-02-10 17:28:20","2011-08-24 15:35:00",NA,NA,NA,1,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1
58168,"","","","","","2011-08-18 01:10:00",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
40997,"2013-05-02 13:01:59","2013-01-18 22:19:52","2012-08-20 14:09:49","2012-05-12 13:54:46","2012-02-06 02:19:09","2011-08-15 15:37:00",1,1,1,1,1,1,1,NA,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,1,NA,NA,NA,NA,0,NA
63817,"","","2012-08-20 12:05:14","2012-05-14 12:50:34","2012-01-28 15:21:18","2011-08-17 01:55:00",NA,NA,0,1,1,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,1,1,0,0
38927,"2013-05-05 09:40:18","2013-01-19 14:36:23","2012-08-20 20:39:38","2012-05-14 18:11:01","2012-02-03 14:02:08","2011-08-15 22:20:00",NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0
66404,"2013-05-09 11:11:53","2013-02-03 15:55:33","2012-08-27 16:42:53","2012-05-11 22:33:04","2012-01-30 15:17:41","2011-08-15 22:19:00",0,NA,NA,NA,1,1,0,0,NA,0,NA,NA,0,0,0,0,NA,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,0,NA,NA,0,0,0,NA
18394,"2013-05-03 21:06:15","2013-01-22 11:58:09","2012-09-02 19:42:34","2012-05-16 15:07:31","2012-02-07 00:53:57","2011-08-22 14:23:00",0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,0,NA,1,1,1,0,1,NA
71700,"2013-05-13 15:47:23","2013-02-06 18:03:12","2012-08-20 10:47:57","2012-05-18 16:41:27","2012-02-03 18:26:43","2011-08-16 18:13:00",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,0,0,0,0,0,0
48429,"","","2012-09-11 00:38:02","","2012-02-22 16:49:44","2011-09-27 00:23:00",NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,0,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
19066,"2013-05-12 21:14:47","2013-02-04 22:55:09","2012-08-23 16:16:55","2012-05-15 16:56:25","2012-02-29 10:38:43","2011-08-15 20:16:00",0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,0,0,0,0,0,0,1,1,1,1,1,1
36951,"","","2012-08-21 18:07:54","2012-05-13 23:59:29","2012-02-22 23:53:48","2011-08-15 17:20:00",NA,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,0
75468,"2013-05-13 00:18:26","2013-02-04 15:43:19","2012-08-22 11:25:36","2012-05-18 16:49:37","2012-02-04 22:30:22","2011-08-16 10:43:00",1,1,1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,1,NA,0,NA,NA,1,0
46021,"2013-05-02 12:17:56","2013-01-19 14:48:16","2012-08-20 21:58:49","2012-05-16 15:56:05","2012-01-28 18:03:33","2011-08-15 21:33:00",1,1,1,1,1,1,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,1,1
50709,"2013-05-02 23:09:00","2013-01-22 00:32:33","2012-08-20 14:26:38","2012-05-14 15:48:51","2012-02-10 22:05:21","2011-08-16 09:27:00",1,1,1,1,1,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,1,1,1,NA,1,1,1,1,NA,0,0,0,0,0,NA,0,NA,NA
45945,"2013-05-02 14:42:41","2013-01-29 00:41:17","2012-08-26 14:52:05","2012-05-09 23:21:47","2012-02-03 13:16:48","2011-08-16 19:23:00",0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1
80193,"","","","","","2011-08-22 11:05:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
28831,"2013-05-02 15:24:37","2013-01-19 13:24:25","2012-09-04 21:21:09","2012-05-17 18:04:21","2012-03-02 21:36:59","2011-08-16 00:55:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,1
96600,"","","","","2012-01-28 13:41:02","2011-08-17 12:00:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
64772,"","","2012-08-26 17:18:32","2012-05-14 01:44:31","2012-01-30 15:08:40","2011-08-17 02:15:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
48990,"","2013-02-03 21:42:43","2012-09-13 15:27:31","2012-05-18 16:06:00","2012-02-07 13:16:21","2011-08-21 01:31:00",NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,1,1,1
61280,"","","2012-09-10 14:43:20","2012-05-21 20:45:21","2012-01-28 16:49:12","2011-08-15 21:03:00",NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1
22540,"","","","","2012-02-29 14:25:24","2011-08-15 18:42:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1
39122,"","2013-01-20 15:51:07","2012-08-20 11:11:14","2012-05-12 23:07:33","2012-01-29 15:27:40","2011-08-15 15:24:00",NA,1,1,1,1,0,NA,NA,NA,0,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,1,1,NA,NA,0,0,NA,0
89827,"2013-05-10 02:03:57","2013-01-24 00:37:57","2012-09-02 19:41:18","2012-05-17 17:33:22","2012-01-29 21:14:39","2011-08-19 19:08:00",NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA
86610,"","2013-01-24 20:33:47","2012-08-25 21:21:52","2012-05-20 20:05:58","2012-02-22 16:46:07","2011-08-15 19:47:00",NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
57637,"2013-05-07 20:09:26","2013-01-19 14:19:52","2012-08-21 16:36:16","2012-05-14 21:42:26","2012-01-28 15:59:08","2011-08-15 23:52:00",1,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
10353,"","","2012-09-01 11:58:54","2012-05-09 13:27:43","2012-01-28 23:47:12","2011-08-17 11:39:00",NA,NA,1,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,0,NA,NA,NA
46160,"2013-05-10 15:30:11","2013-01-23 02:13:16","2012-08-29 15:57:21","2012-05-18 02:06:21","2012-02-05 21:16:47","2011-08-15 15:59:00",0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,1,0
45000,"2013-05-20 12:07:07","2013-01-22 12:45:25","2012-09-07 19:40:09","2012-05-19 00:08:40","","2011-08-15 16:39:00",NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
88133,"2013-06-08 21:40:57","2013-01-22 22:20:10","2012-08-26 16:58:38","2012-05-18 17:45:43","2012-01-28 22:38:45","2011-08-21 23:33:00",NA,NA,NA,0,0,0,1,1,NA,1,1,NA,1,1,1,1,1,NA,0,0,1,0,0,0,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA
75261,"2013-05-12 00:02:45","2013-01-22 11:18:49","2012-09-05 01:43:35","2012-05-16 23:05:24","2012-01-28 17:50:43","2011-08-16 07:50:00",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,0,0,0,NA
78966,"2013-05-09 14:22:38","2013-01-19 12:06:06","2012-08-20 11:13:18","2012-05-13 18:05:21","2012-01-28 21:08:57","2011-08-16 10:37:00",1,1,1,1,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,1,1,NA,NA,NA,1,0,0,0,NA,0,0,0,1,1,1,1,NA
55464,"","2013-02-02 22:20:19","2012-09-14 17:48:57","2012-05-18 21:45:47","2012-02-06 00:06:56","2011-08-16 00:12:00",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,1,1,1,0,NA,1,1,1,NA,1,NA,NA,0,0,NA,NA
86352,"2013-06-19 20:02:27","2013-02-04 20:13:17","2012-08-20 21:09:28","2012-05-14 12:40:04","2012-02-05 13:20:00","2011-08-17 17:21:00",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,0,0,NA,0,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA
22745,"2013-05-15 04:36:32","2013-01-22 12:45:00","2012-08-20 12:55:51","2012-05-14 19:38:26","2012-02-07 18:41:14","2011-08-15 15:57:00",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,1,1,1,1,1,1,0,NA,0,0,0,0
78638,"","2013-01-28 23:09:13","2012-09-13 22:02:14","2012-05-21 16:35:58","2012-02-11 20:51:19","2011-08-16 16:33:00",NA,1,1,1,1,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,1,1,1,NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0
34853,"2013-05-04 16:13:21","2013-01-19 15:57:37","2012-08-24 02:48:21","2012-05-11 03:02:17","2012-01-28 15:23:01","2011-08-15 16:38:00",1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,1,0,0,NA,NA
50869,"2013-05-02 10:01:13","2013-01-19 00:08:41","2012-08-24 19:43:05","2012-05-09 16:21:38","2012-01-28 13:31:11","2011-08-15 17:39:00",1,1,1,1,NA,1,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,1,1,NA,1,1,NA,0,0,0,0,0,0,1,1,1,1,1,1
46654,"2013-05-09 21:02:01","2013-01-25 22:38:45","2012-08-24 01:07:04","2012-05-15 09:41:52","2012-02-26 14:34:10","2011-08-22 11:43:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA
73303,"2013-05-14 18:48:46","2013-02-03 21:52:52","2012-08-26 21:11:32","2012-05-15 18:46:33","2012-01-29 14:39:39","2011-08-15 23:12:00",1,1,1,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA
74916,"","2013-01-19 16:00:50","2012-09-20 15:33:37","2012-05-14 13:26:05","2012-02-03 12:10:51","2011-08-16 14:26:00",NA,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1
50947,"2013-05-02 12:08:07","2013-01-24 21:26:09","2012-08-21 21:45:31","2012-05-18 09:33:56","","2011-08-25 11:35:00",0,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0
52385,"2013-05-09 02:28:31","2013-01-21 12:07:11","2012-09-09 16:44:03","2012-05-18 14:49:35","","2011-08-23 23:52:00",1,1,1,1,NA,1,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1
24760,"2013-05-15 13:27:12","2013-02-02 14:50:26","2012-09-07 15:16:09","","2012-01-28 13:20:20","2011-08-16 02:01:00",0,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA
