,StudentID,SurveyDate,SurveyNr,Question,OpinionSurvey,OpinionSimulation,is_sim_survey
101,75178,2012-02-10 18:07:24,2,marijuana,2,1,0
102,75178,2012-05-09 20:03:09,3,marijuana,0,0,1
103,25544,2012-05-09 11:45:15,3,marijuana,0,2,0
104,45945,2012-05-09 23:21:47,3,marijuana,1,1,1
105,52635,2012-05-09 09:31:06,3,marijuana,2,1,0
106,40997,2012-05-12 13:54:46,3,marijuana,1,1,1
107,46771,2012-05-10 21:15:16,3,marijuana,1,1,1
108,79877,2012-05-13 15:33:05,3,marijuana,2,2,1
109,78911,2012-05-13 15:21:16,3,marijuana,0,0,1
110,39783,2012-05-12 11:53:55,3,marijuana,0,0,1
111,31583,2012-05-14 20:09:09,3,marijuana,0,0,1
112,63188,2012-05-13 23:35:52,3,marijuana,0,2,0
113,86352,2012-05-14 12:40:04,3,marijuana,1,2,0
114,13799,2012-05-16 17:53:05,3,marijuana,0,0,1
115,23642,2012-05-15 16:14:44,3,marijuana,0,0,1
116,46021,2012-05-16 15:56:05,3,marijuana,2,1,0
117,75261,2012-05-16 23:05:24,3,marijuana,1,1,1
118,18394,2012-05-16 15:07:31,3,marijuana,2,0,0
119,51597,2012-05-17 21:18:24,3,marijuana,0,0,1
120,88133,2012-05-18 17:45:43,3,marijuana,2,0,0
121,71627,2012-05-19 02:45:48,3,marijuana,1,1,1
122,82282,2012-05-18 22:01:48,3,marijuana,1,0,0
123,57637,2012-05-14 21:42:26,3,marijuana,1,2,0
124,23144,2012-05-12 20:59:42,3,marijuana,0,2,0
125,46160,2012-05-18 02:06:21,3,marijuana,1,0,0
126,89827,2012-05-17 17:33:22,3,marijuana,1,1,1
127,10841,2012-05-18 12:28:28,3,marijuana,0,2,0
128,75468,2012-05-18 16:49:37,3,marijuana,0,1,0
129,45539,2012-05-20 14:22:04,3,marijuana,0,0,1
130,37617,2012-05-19 14:30:13,3,marijuana,0,0,1
131,62560,2012-05-21 12:03:51,3,marijuana,0,0,1
132,10060,2012-05-17 18:22:20,3,marijuana,0,0,1
133,22931,2012-05-18 13:49:33,3,marijuana,0,0,1
134,30076,2012-05-18 09:58:35,3,marijuana,0,0,1
135,67947,2012-05-18 16:12:20,3,marijuana,1,0,0
136,31372,2012-05-14 22:32:43,3,marijuana,1,0,0
137,51552,2012-05-14 19:39:09,3,marijuana,1,0,0
138,14188,2012-05-14 17:43:15,3,marijuana,0,0,1
139,17353,2012-05-17 23:22:00,3,marijuana,0,0,1
140,25323,2012-05-23 18:57:32,3,marijuana,2,0,0
141,32899,2012-05-14 12:11:53,3,marijuana,0,2,0
142,16495,2012-05-15 23:23:13,3,marijuana,1,2,0
143,13116,2012-05-14 14:22:03,3,marijuana,1,2,0
144,86727,2012-05-18 17:43:42,3,marijuana,0,0,1
145,49294,2012-05-21 11:42:22,3,marijuana,2,0,0
146,25947,2012-05-31 20:50:30,3,marijuana,2,0,0
147,29914,2012-06-01 10:15:12,3,marijuana,1,1,1
148,53275,2012-05-18 18:41:29,3,marijuana,1,1,1
149,19844,2012-05-11 10:18:31,3,marijuana,2,1,0
150,63063,2012-05-18 16:38:05,3,marijuana,1,2,0
151,38823,2012-01-29 14:58:49,2,marijuana,0,2,0
152,38823,2012-05-14 15:53:08,3,marijuana,0,2,0
153,30952,2012-05-15 21:42:20,3,marijuana,0,2,0
154,82060,2012-05-19 15:28:17,3,marijuana,2,2,1
155,26425,2012-05-09 09:10:55,3,marijuana,0,0,1
156,68494,2012-05-16 20:24:55,3,marijuana,0,0,1
157,32100,2012-05-13 18:13:06,3,marijuana,2,0,0
158,50869,2012-05-09 16:21:38,3,marijuana,0,2,0
159,58909,2012-05-11 20:40:58,3,marijuana,2,1,0
160,66404,2012-05-11 22:33:04,3,marijuana,1,2,0
161,80058,2012-05-18 19:59:10,3,marijuana,1,0,0
162,49597,2012-06-07 12:42:16,3,marijuana,0,0,1
163,51722,2012-08-20 11:54:04,4,marijuana,2,0,0
164,23642,2012-08-20 12:32:49,4,marijuana,0,0,1
165,78911,2012-08-20 12:50:33,4,marijuana,2,1,0
166,85596,2012-08-20 13:50:02,4,marijuana,0,2,0
167,59367,2012-08-20 14:22:32,4,marijuana,0,0,1
168,86352,2012-08-20 21:09:28,4,marijuana,2,2,1
169,10060,2012-08-20 12:34:47,4,marijuana,1,0,0
170,10841,2012-08-20 14:12:23,4,marijuana,2,2,1
171,49597,2012-08-20 11:04:51,4,marijuana,0,0,1
172,40997,2012-08-20 14:09:49,4,marijuana,2,2,1
173,73303,2012-05-15 18:46:33,3,marijuana,1,2,0
174,22617,2012-05-13 22:54:12,3,marijuana,1,2,0
175,63188,2012-08-20 15:52:29,4,marijuana,0,2,0
176,10281,2012-05-14 15:17:15,3,marijuana,0,0,1
177,29914,2012-08-21 10:57:18,4,marijuana,1,1,1
178,16495,2012-08-20 20:42:31,4,marijuana,1,2,0
179,46021,2012-08-20 21:58:49,4,marijuana,1,1,1
180,71700,2012-05-18 16:41:27,3,marijuana,2,0,0
181,57637,2012-08-21 16:36:16,4,marijuana,1,2,0
182,19066,2012-05-15 16:56:25,3,marijuana,0,0,1
183,71700,2012-08-20 10:47:57,4,marijuana,2,0,0
184,15071,2012-05-13 13:44:36,3,marijuana,1,1,1
185,79877,2012-08-21 15:30:35,4,marijuana,2,2,1
186,32899,2012-08-22 18:45:44,4,marijuana,0,2,0
187,86727,2012-08-22 11:35:40,4,marijuana,0,0,1
188,32174,2012-05-18 01:13:49,3,marijuana,1,2,0
189,36143,2012-05-14 21:14:37,3,marijuana,0,0,1
190,34250,2012-05-16 14:42:55,3,marijuana,2,0,0
191,52635,2012-08-20 11:00:16,4,marijuana,2,1,0
192,31583,2012-08-20 13:38:49,4,marijuana,1,0,0
193,50181,2012-05-18 23:54:56,3,marijuana,1,2,0
194,25544,2012-08-22 11:21:28,4,marijuana,0,0,1
195,50181,2012-08-20 15:15:11,4,marijuana,1,2,0
196,22617,2012-08-21 13:39:37,4,marijuana,2,2,1
197,72746,2012-08-24 10:03:10,4,marijuana,1,1,1
198,26127,2012-05-18 03:34:28,3,marijuana,0,1,0
199,13799,2012-08-25 11:32:14,4,marijuana,0,0,1
200,76313,2012-08-20 17:18:14,4,marijuana,1,2,0
201,19844,2012-08-24 12:07:16,4,marijuana,2,1,0
202,38823,2012-08-21 20:58:42,4,marijuana,0,2,0
203,51552,2012-08-25 14:23:19,4,marijuana,0,2,0
204,30076,2012-08-26 09:42:08,4,marijuana,2,0,0
205,45539,2012-08-26 14:13:59,4,marijuana,0,0,1
206,88133,2012-08-26 16:58:38,4,marijuana,2,2,1
207,45945,2012-08-26 14:52:05,4,marijuana,1,1,1
208,32100,2012-08-20 17:41:09,4,marijuana,2,0,0
209,19066,2012-08-23 16:16:55,4,marijuana,0,2,0
210,15071,2012-08-25 10:46:11,4,marijuana,1,1,1
211,75468,2012-08-22 11:25:36,4,marijuana,0,1,0
212,36143,2012-08-25 15:51:37,4,marijuana,2,0,0
213,18420,2012-05-20 13:01:01,3,marijuana,0,0,1
214,18420,2012-08-20 10:51:38,4,marijuana,0,0,1
215,13116,2012-08-22 13:34:59,4,marijuana,1,2,0
216,36006,2012-05-09 12:18:03,3,marijuana,2,2,1
217,36006,2012-08-20 13:50:14,4,marijuana,2,2,1
218,62555,2012-08-25 11:41:16,4,marijuana,2,1,0
219,78966,2012-05-13 18:05:21,3,marijuana,2,2,1
220,78966,2012-08-20 11:13:18,4,marijuana,0,2,0
221,66754,2012-08-29 13:22:50,4,marijuana,1,1,1
222,58909,2012-08-22 16:20:12,4,marijuana,2,0,0
223,14188,2012-08-20 13:11:17,4,marijuana,0,0,1
224,17353,2012-08-24 11:35:57,4,marijuana,0,0,1
225,51597,2012-08-25 20:50:15,4,marijuana,0,0,1
226,46160,2012-08-29 15:57:21,4,marijuana,1,0,0
227,26999,2012-05-09 16:34:25,3,marijuana,2,0,0
228,26999,2012-08-21 11:14:23,4,marijuana,1,0,0
229,62560,2012-09-01 11:46:56,4,marijuana,0,0,1
230,25947,2012-09-02 15:05:33,4,marijuana,0,0,1
231,37617,2012-09-02 12:40:25,4,marijuana,2,0,0
232,89827,2012-09-02 19:41:18,4,marijuana,1,0,0
233,71627,2012-09-03 19:41:56,4,marijuana,0,1,0
234,75261,2012-09-05 01:43:35,4,marijuana,1,2,0
235,53275,2012-09-04 23:09:56,4,marijuana,1,1,1
236,18394,2012-09-02 19:42:34,4,marijuana,2,0,0
237,39783,2012-08-29 17:27:10,4,marijuana,0,0,1
238,23144,2012-09-07 14:05:08,4,marijuana,0,2,0
239,34250,2012-09-03 11:01:57,4,marijuana,2,0,0
240,31372,2012-09-04 18:58:41,4,marijuana,1,0,0
241,28831,2012-03-02 21:36:59,2,marijuana,0,0,1
242,28831,2012-05-17 18:04:21,3,marijuana,0,0,1
243,28831,2012-09-04 21:21:09,4,marijuana,0,0,1
244,73303,2012-08-26 21:11:32,4,marijuana,1,2,0
245,11692,2012-05-17 17:15:01,3,marijuana,0,1,0
246,11692,2012-09-10 15:35:45,4,marijuana,0,1,0
247,22931,2012-09-01 14:52:57,4,marijuana,0,0,1
248,66404,2012-08-27 16:42:53,4,marijuana,2,0,0
249,80058,2012-08-24 14:59:16,4,marijuana,1,0,0
250,30952,2012-09-01 22:23:54,4,marijuana,0,1,0
251,25323,2012-09-13 17:30:21,4,marijuana,1,1,1
252,82282,2012-09-14 17:27:59,4,marijuana,1,0,0
253,67947,2012-09-14 03:04:36,4,marijuana,0,0,1
254,46771,2012-09-09 11:32:32,4,marijuana,1,1,1
255,68633,2012-01-30 17:58:23,2,marijuana,0,0,1
256,68633,2012-05-18 23:01:04,3,marijuana,0,0,1
257,68633,2012-09-08 19:14:20,4,marijuana,0,0,1
258,82060,2012-09-07 20:19:35,4,marijuana,0,0,1
259,50869,2012-08-24 19:43:05,4,marijuana,0,0,1
260,26425,2012-09-07 23:21:08,4,marijuana,2,1,0
261,75178,2012-08-20 14:43:03,4,marijuana,1,0,0
262,22745,2012-05-14 19:38:26,3,marijuana,1,1,1
263,22745,2012-08-20 12:55:51,4,marijuana,1,2,0
264,13882,2012-01-28 13:46:34,2,marijuana,0,1,0
265,13882,2012-05-14 17:39:45,3,marijuana,2,1,0
266,13882,2012-08-20 13:27:55,4,marijuana,0,1,0
267,68494,2012-09-04 14:37:22,4,marijuana,0,0,1
268,18344,2012-05-16 15:22:06,3,marijuana,2,1,0
269,18344,2012-09-08 15:58:52,4,marijuana,2,1,0
270,44520,2012-05-10 17:04:13,3,marijuana,1,2,0
271,44520,2012-08-21 21:57:00,4,marijuana,1,2,0
272,21350,2012-05-30 01:37:34,3,marijuana,1,1,1
273,21350,2012-08-20 15:21:53,4,marijuana,1,2,0
274,66052,2012-05-10 17:21:22,3,marijuana,1,1,1
275,49294,2012-08-22 16:52:14,4,marijuana,2,0,0
276,66052,2012-08-20 22:39:11,4,marijuana,1,1,1
277,38893,2012-05-18 17:09:03,3,marijuana,0,2,0
278,38893,2012-08-20 13:25:30,4,marijuana,0,2,0
279,85970,2012-05-17 23:47:39,3,marijuana,0,0,1
280,32174,2012-09-10 16:32:41,4,marijuana,1,2,0
281,85970,2012-08-20 14:18:33,4,marijuana,0,0,1
282,34853,2012-01-28 15:23:01,2,marijuana,1,2,0
283,10281,2012-09-09 12:31:26,4,marijuana,0,2,0
284,46654,2012-05-15 09:41:52,3,marijuana,0,2,0
285,46654,2012-08-24 01:07:04,4,marijuana,0,2,0
286,26127,2012-09-07 16:31:54,4,marijuana,1,0,0
287,23642,2013-01-18 21:36:43,5,marijuana,0,0,1
288,85596,2013-01-18 22:06:17,5,marijuana,0,0,1
289,25544,2013-01-19 15:37:37,5,marijuana,0,0,1
290,40997,2013-01-18 22:19:52,5,marijuana,2,1,0
291,63188,2013-01-19 10:18:05,5,marijuana,0,2,0
292,30952,2013-01-19 02:46:04,5,marijuana,1,2,0
293,57637,2013-01-19 14:19:52,5,marijuana,1,1,1
294,51722,2013-01-19 16:33:03,5,marijuana,2,0,0
295,32899,2013-01-20 15:37:53,5,marijuana,0,2,0
296,78966,2013-01-19 12:06:06,5,marijuana,0,0,1
297,50869,2013-01-19 00:08:41,5,marijuana,0,0,1
298,68633,2013-01-19 23:06:53,5,marijuana,0,0,1
299,66754,2013-01-20 04:30:25,5,marijuana,1,1,1
300,46021,2013-01-19 14:48:16,5,marijuana,2,1,0
301,59367,2013-01-20 22:59:19,5,marijuana,2,0,0
302,31583,2013-01-20 21:25:55,5,marijuana,0,0,1
303,10060,2013-01-20 23:18:44,5,marijuana,1,0,0
304,72746,2013-01-19 16:33:08,5,marijuana,1,1,1
305,85970,2013-01-19 16:40:10,5,marijuana,0,0,1
306,75261,2013-01-22 11:18:49,5,marijuana,1,2,0
307,13799,2013-01-22 21:24:22,5,marijuana,0,0,1
308,88133,2013-01-22 22:20:10,5,marijuana,1,0,0
309,46160,2013-01-23 02:13:16,5,marijuana,1,0,0
310,44520,2013-01-22 15:23:02,5,marijuana,1,1,1
311,86727,2013-01-20 21:42:57,5,marijuana,0,0,1
312,10841,2013-01-20 12:39:25,5,marijuana,0,2,0
313,22617,2013-01-23 22:48:38,5,marijuana,1,2,0
314,16495,2013-01-22 10:50:55,5,marijuana,1,1,1
315,51597,2013-01-24 17:07:03,5,marijuana,0,0,1
316,89827,2013-01-24 00:37:57,5,marijuana,1,1,1
317,79877,2013-01-22 23:30:41,5,marijuana,2,2,1
318,78911,2013-01-20 15:46:43,5,marijuana,1,0,0
319,39783,2013-01-25 17:52:31,5,marijuana,2,0,0
320,18394,2013-01-22 11:58:09,5,marijuana,2,1,0
321,26127,2013-01-23 20:34:41,5,marijuana,2,1,0
322,46654,2013-01-25 22:38:45,5,marijuana,0,2,0
323,15071,2013-01-28 17:37:55,5,marijuana,1,1,1
324,19844,2013-01-22 21:07:41,5,marijuana,1,1,1
325,46771,2013-01-22 13:07:35,5,marijuana,1,2,0
326,45945,2013-01-29 00:41:17,5,marijuana,1,2,0
327,32174,2013-01-28 00:10:03,5,marijuana,1,2,0
328,13116,2013-01-30 13:38:03,5,marijuana,1,1,1
329,51552,2013-01-21 17:30:37,5,marijuana,1,2,0
330,68494,2013-01-30 01:33:27,5,marijuana,0,0,1
331,71627,2013-02-01 21:37:10,5,marijuana,0,1,0
332,25947,2013-02-02 16:57:59,5,marijuana,2,0,0
333,82282,2013-02-02 08:52:07,5,marijuana,1,0,0
334,37617,2013-02-02 15:35:43,5,marijuana,2,0,0
335,30076,2013-01-31 10:18:48,5,marijuana,2,0,0
336,52067,2012-05-16 00:38:53,3,marijuana,1,2,0
337,52067,2012-08-24 15:45:12,4,marijuana,1,1,1
338,17353,2013-01-22 12:27:27,5,marijuana,0,0,1
339,49597,2013-02-02 16:41:02,5,marijuana,0,0,1
340,45539,2013-02-04 14:21:28,5,marijuana,0,0,1
341,62560,2013-02-04 15:33:24,5,marijuana,0,0,1
342,32100,2013-01-28 17:22:19,5,marijuana,2,0,0
343,82060,2013-01-28 19:57:32,5,marijuana,0,0,1
344,66052,2013-01-22 15:03:05,5,marijuana,1,1,1
345,62555,2013-01-19 02:56:06,5,marijuana,2,0,0
346,23144,2013-02-04 16:05:49,5,marijuana,0,0,1
347,53275,2013-02-04 09:44:32,5,marijuana,1,1,1
348,14188,2013-01-18 21:40:45,5,marijuana,0,2,0
349,52635,2013-01-22 21:07:26,5,marijuana,1,1,1
350,29914,2013-02-04 17:10:44,5,marijuana,1,1,1
351,25323,2013-02-03 21:19:35,5,marijuana,1,0,0
352,19066,2013-02-04 22:55:09,5,marijuana,0,2,0
353,71700,2013-02-06 18:03:12,5,marijuana,1,0,0
354,36143,2013-02-03 15:41:42,5,marijuana,0,0,1
355,11692,2013-02-03 23:20:53,5,marijuana,0,1,0
356,49294,2013-02-04 16:26:56,5,marijuana,2,0,0
357,18420,2013-01-28 20:19:51,5,marijuana,1,0,0
358,73303,2013-02-03 21:52:52,5,marijuana,1,2,0
359,75468,2013-02-04 15:43:19,5,marijuana,1,1,1
360,66404,2013-02-03 15:55:33,5,marijuana,2,2,1
361,80058,2013-01-28 17:44:28,5,marijuana,1,0,0
362,36006,2013-01-20 16:44:07,5,marijuana,2,2,1
363,52067,2013-01-23 20:00:29,5,marijuana,1,2,0
364,13882,2013-01-20 20:38:48,5,marijuana,1,1,1
365,22745,2013-01-22 12:45:00,5,marijuana,1,2,0
366,18344,2013-02-04 16:22:17,5,marijuana,2,0,0
367,67947,2013-01-29 14:50:43,5,marijuana,2,0,0
368,88175,2012-02-22 17:37:20,2,marijuana,2,0,0
369,88175,2012-05-18 20:15:07,3,marijuana,0,0,1
370,34853,2012-05-11 03:02:17,3,marijuana,1,0,0
371,34853,2012-08-24 02:48:21,4,marijuana,1,0,0
372,34853,2013-01-19 15:57:37,5,marijuana,1,0,0
373,26425,2013-01-25 12:37:40,5,marijuana,0,0,1
374,34250,2013-01-27 12:38:03,5,marijuana,2,0,0
375,88175,2012-08-30 17:21:06,4,marijuana,0,0,1
376,88175,2013-01-19 18:44:07,5,marijuana,0,0,1
377,31372,2013-01-29 16:04:36,5,marijuana,1,2,0
378,22931,2013-02-02 20:11:46,5,marijuana,0,0,1
379,86352,2013-02-04 20:13:17,5,marijuana,1,1,1
380,75178,2013-01-19 23:08:26,5,marijuana,0,1,0
381,53884,2012-02-05 18:57:37,2,marijuana,0,2,0
382,53884,2012-05-14 19:44:59,3,marijuana,2,2,1
383,26999,2013-01-28 17:40:11,5,marijuana,2,0,0
384,53884,2012-08-20 12:42:43,4,marijuana,0,2,0
385,53884,2013-01-19 14:19:55,5,marijuana,0,2,0
386,73175,2012-05-14 15:54:36,3,marijuana,1,2,0
387,73175,2012-08-24 09:59:31,4,marijuana,1,2,0
388,70889,2012-01-28 12:19:54,2,marijuana,0,0,1
389,70889,2012-05-09 10:06:02,3,marijuana,0,0,1
390,63063,2012-09-04 01:25:26,4,marijuana,1,1,1
391,63063,2013-02-01 17:10:14,5,marijuana,1,1,1
392,70889,2012-08-20 19:47:38,4,marijuana,0,2,0
393,70889,2013-01-18 22:10:07,5,marijuana,0,2,0
394,50869,2013-05-02 10:01:13,6,marijuana,0,0,1
395,13799,2013-05-02 10:06:20,6,marijuana,0,0,1
396,86727,2013-05-02 16:58:29,6,marijuana,0,0,1
397,10060,2013-05-02 14:52:31,6,marijuana,1,0,0
398,51722,2013-05-02 10:27:24,6,marijuana,1,0,0
399,85596,2013-05-02 13:01:49,6,marijuana,0,2,0
400,29914,2013-05-02 09:17:46,6,marijuana,1,1,1
401,76313,2013-01-22 11:25:22,5,marijuana,1,1,1
402,50181,2013-01-22 15:25:36,5,marijuana,1,0,0
403,10841,2013-05-02 17:06:58,6,marijuana,0,0,1
404,45945,2013-05-02 14:42:41,6,marijuana,1,1,1
405,18394,2013-05-03 21:06:15,6,marijuana,2,0,0
406,40997,2013-05-02 13:01:59,6,marijuana,1,2,0
407,31583,2013-05-06 12:04:40,6,marijuana,1,0,0
408,22931,2013-05-06 12:42:48,6,marijuana,2,0,0
409,51552,2013-05-02 15:51:37,6,marijuana,1,2,0
410,66754,2013-05-07 11:11:41,6,marijuana,1,2,0
411,57637,2013-05-07 20:09:26,6,marijuana,1,2,0
412,72746,2013-05-08 12:40:40,6,marijuana,1,1,1
413,14188,2013-05-05 00:10:50,6,marijuana,0,0,1
414,23144,2013-05-09 16:59:21,6,marijuana,0,2,0
415,15071,2013-05-09 19:33:34,6,marijuana,1,1,1
416,13116,2013-05-09 11:38:27,6,marijuana,1,2,0
417,16495,2013-05-09 23:09:56,6,marijuana,1,1,1
418,45539,2013-05-10 01:12:23,6,marijuana,0,0,1
419,30952,2013-05-09 22:26:22,6,marijuana,1,1,1
420,88175,2013-05-08 22:19:56,6,marijuana,2,2,1
421,32899,2013-05-04 16:12:03,6,marijuana,2,2,1
422,89827,2013-05-10 02:03:57,6,marijuana,1,1,1
423,82282,2013-05-10 16:34:39,6,marijuana,1,0,0
424,46021,2013-05-02 12:17:56,6,marijuana,1,1,1
425,62555,2013-05-07 23:47:24,6,marijuana,2,0,0
426,23642,2013-05-11 03:50:59,6,marijuana,0,0,1
427,52635,2013-05-07 18:15:20,6,marijuana,1,1,1
428,75261,2013-05-12 00:02:45,6,marijuana,1,1,1
429,18420,2013-05-02 18:20:51,6,marijuana,1,2,0
430,31372,2013-05-10 20:12:08,6,marijuana,1,0,0
431,68633,2013-05-09 15:29:24,6,marijuana,0,0,1
432,53884,2013-05-03 18:13:37,6,marijuana,2,0,0
433,68494,2013-05-12 21:25:17,6,marijuana,0,0,1
434,46160,2013-05-10 15:30:11,6,marijuana,1,0,0
435,46771,2013-05-13 14:58:19,6,marijuana,1,1,1
436,75468,2013-05-13 00:18:26,6,marijuana,1,1,1
437,66404,2013-05-09 11:11:53,6,marijuana,2,0,0
438,52067,2013-05-13 19:54:59,6,marijuana,1,2,0
439,78911,2013-05-15 22:29:54,6,marijuana,1,1,1
440,71627,2013-05-16 21:54:39,6,marijuana,0,1,0
441,25947,2013-05-11 23:14:24,6,marijuana,2,0,0
442,59367,2013-05-12 23:55:21,6,marijuana,2,0,0
443,32174,2013-05-13 00:17:56,6,marijuana,1,2,0
444,19844,2013-05-12 21:01:11,6,marijuana,1,1,1
445,53275,2013-05-12 23:20:26,6,marijuana,1,1,1
